Seat Class,Row,Column,Seat Number,Availability Status,Price
 class CLUB,K,17,,Available,200
 class CLUB,K,18,,Available,200
 class CLUB,J,2,1,Available,200
 class CLUB,J,3,2,Available,200
 class CLUB,J,4,3,Available,200
 class CLUB,J,5,4,Available,200
 class CLUB,J,6,5,Available,200
 class CLUB,J,7,6,Available,200
 class CLUB,J,8,7,Available,200
 class CLUB,J,9,8,Available,200
 class CLUB,J,10,9,Available,200
 class CLUB,J,11,10,Available,200
 class CLUB,J,15,,Available,200
 class CLUB,J,16,,Available,200
 class CLUB,J,17,,Available,200
 class CLUB,J,18,,Available,200
 class CLUB,H,2,1,Available,200
 class CLUB,H,3,2,Available,200
 class CLUB,H,4,3,Available,200
 class CLUB,H,5,4,Available,200
 class CLUB,H,6,5,Available,200
 class CLUB,H,7,6,Available,200
 class CLUB,H,8,7,Available,200
 class CLUB,H,9,8,Available,200
 class CLUB,H,10,9,Available,200
 class CLUB,H,11,10,Available,200
 class CLUB,H,15,,Available,200
 class CLUB,H,16,,Available,200
 class CLUB,H,17,,Available,200
 class CLUB,H,18,,Available,200
 class CLUB,G,2,1,Available,200
 class CLUB,G,3,2,Available,200
 class CLUB,G,4,3,Available,200
 class CLUB,G,5,4,Available,200
 class CLUB,G,6,5,Available,200
 class CLUB,G,7,6,Available,200
 class CLUB,G,8,7,Available,200
 class CLUB,G,9,8,Available,200
 class CLUB,G,10,9,Available,200
 class CLUB,G,11,10,Available,200
 class EXECUTIVE,F,2,1,Available,180
 class EXECUTIVE,F,3,2,Available,180
 class EXECUTIVE,F,4,3,Available,180
 class EXECUTIVE,F,5,4,Available,180
 class EXECUTIVE,F,6,5,Available,180
 class EXECUTIVE,F,7,6,Available,180
 class EXECUTIVE,F,8,7,Available,180
 class EXECUTIVE,F,9,8,Available,180
 class EXECUTIVE,F,10,9,Available,180
 class EXECUTIVE,F,11,10,Available,180
 class EXECUTIVE,F,12,11,Available,180
 class EXECUTIVE,F,13,12,Available,180
 class EXECUTIVE,F,14,,Available,180
 class EXECUTIVE,E,2,1,Available,180
 class EXECUTIVE,E,3,2,Available,180
 class EXECUTIVE,E,4,3,Available,180
 class EXECUTIVE,E,5,4,Available,180
 class EXECUTIVE,E,6,5,Available,180
 class EXECUTIVE,E,7,6,Available,180
 class EXECUTIVE,E,8,7,Available,180
 class EXECUTIVE,E,9,8,Available,180
 class EXECUTIVE,E,10,9,Available,180
 class EXECUTIVE,E,11,10,Available,180
 class EXECUTIVE,E,12,11,Available,180
 class EXECUTIVE,E,13,12,Available,180
 class EXECUTIVE,E,14,,Available,180
 class EXECUTIVE,D,2,1,Available,180
 class EXECUTIVE,D,3,2,Available,180
 class EXECUTIVE,D,4,3,Available,180
 class EXECUTIVE,D,5,4,Available,180
 class EXECUTIVE,D,6,5,Available,180
 class EXECUTIVE,D,7,6,Available,180
 class EXECUTIVE,D,8,7,Available,180
 class EXECUTIVE,D,9,8,Available,180
 class EXECUTIVE,D,10,9,Available,180
 class EXECUTIVE,D,11,10,Available,180
 class EXECUTIVE,D,12,11,Available,180
 class EXECUTIVE,D,13,12,Available,180
 class EXECUTIVE,D,14,,Available,180
 class EXECUTIVE,C,2,,Available,180
 class EXECUTIVE,C,3,,Available,180
 class EXECUTIVE,C,4,,Available,180
 class EXECUTIVE,C,5,,Available,180
 class EXECUTIVE,C,6,,Available,180
 class EXECUTIVE,C,7,,Available,180
 class EXECUTIVE,C,8,,Available,180
 class EXECUTIVE,C,9,,Available,180
 class EXECUTIVE,C,10,,Available,180
 class EXECUTIVE,C,11,,Available,180
 class EXECUTIVE,C,12,,Available,180
 class EXECUTIVE,C,13,,Available,180
 class EXECUTIVE,C,14,,Available,180
 class EXECUTIVE,B,2,,Available,180
 class EXECUTIVE,B,3,,Available,180
 class EXECUTIVE,B,4,,Available,180
 class EXECUTIVE,B,5,,Available,180
 class EXECUTIVE,B,6,,Available,180
 class EXECUTIVE,B,7,,Available,180
 class EXECUTIVE,B,8,,Available,180
 class EXECUTIVE,B,9,,Available,180
 class EXECUTIVE,B,10,,Available,180
 class EXECUTIVE,B,11,,Available,180
 class EXECUTIVE,B,12,,Available,180
 class EXECUTIVE,B,13,,Available,180
 class EXECUTIVE,B,14,,Available,180
 class EXECUTIVE,A,2,,Available,180
 class EXECUTIVE,A,3,,Available,180
 class EXECUTIVE,A,4,,Available,180
 class EXECUTIVE,A,5,,Available,180
 class EXECUTIVE,A,6,,Available,180
 class EXECUTIVE,A,7,,Available,180
 class EXECUTIVE,A,8,,Available,180
 class EXECUTIVE,A,9,,Available,180
 class EXECUTIVE,A,10,,Available,180
 class EXECUTIVE,A,11,,Available,180
 class EXECUTIVE,A,12,,Available,180
 class EXECUTIVE,A,13,,Available,180
 class EXECUTIVE,A,14,,Available,180
