Theatre Name,Date,Time,Total Tickets,Booked Tickets,Available Tickets,Total Tickets Cost,Total Booked Tickets Cost,Total Available Tickets Cost,Updated Time
"Sri Vinayaka 4K A/C Dolby Atmos, Marathahalli, Bengaluru",Sat-26 Oct,"09:45 PM
2D",731,394,337,85850,45950,39900,2024-10-26_19-27-28
